OGC_FID,GEOMETRY,id,name,beschr,datierung,quelle,bz,ez,klassen,typ,lageq,zs1,zs2,zs3,zs4,bewertung,chronocode,texte,plan,ag,nuts3,nuts0,nr_ag,x,y
212,,,Hodde,umzaunte Siedlung der Eisenzeit,500 f.Kr. - 0 e.Kr.,Martens 2007,0,3,Siedlungseinhegung,,3,0.000000,0.000000,3.000000,3.000000,3,,,,1,,,1,478335.814478,6172796.117295
213,,,Nøvling plantage,Grubenfeldbefestigung,vorrömische Eisenzeit,Martens 2007,0,2,Grubenfeldbefestigung Typ Grøntoft,,2,0.000000,0.000000,2.000000,2.000000,2,,,,1,,,1,489748.828904,6226213.091039
214,,,Bjødstrup,Grubenfeldbefestigung,vorrömische Eisenzeit,Martens 2007,0,3,Grubenfeldbefestigung Typ Risum Østergård,,2,0.000000,0.000000,2.000000,2.000000,2,,,,1,,,1,506081.638377,6218725.496454
215,,,Liseborg,Grubenfeldbefestigung,vorrömische Eisenzeit,Martens 2007,0,3,Grubenfeldbefestigung Typ Risum Østergård,,3,0.000000,0.000000,3.000000,3.000000,3,,,,1,,,1,522552.291536,6254629.876423
216,,,Ramme,Grubenfeldbefestigung,vorrömische Eisenzeit,Martens 2007,0,3,Grubenfeldbefestigung Typ Risum Østergård,,3,0.000000,0.000000,2.000000,2.000000,3,,,,1,,,1,449301.435850,6261409.909365
217,,,Lystbækgaard,"Grubenfeldbefestigung, Siedlungseinfriedung","vorrömische Eisenzeit, um 400 BC",Martens 2007,0,3,Grubenfeldbefestigung Typ Grøntoft,,3,0.000000,0.000000,2.000000,2.000000,3,,,,1,,,1,461703.699916,6233264.478071
218,,,"Engedal, Viborg",Grubenfeldbefestigung,vorrömische Eisenzeit,Martens 2009,0,3,Grubenfeldbefestigung Typ Risum Østergård,,2,0.000000,0.000000,2.000000,2.000000,3,,,,1,,,1,506553.338915,6253235.220209
219,,,Ubby,"eisenzeitliche Siedlung, nach Luftbild von einem Graben umgeben.",späte vorrömische Eisenzeit,Martens 2007,0,3,umfriedete Siedlung,,3,0.000000,0.000000,0.000000,3.000000,2,,,,1,,,1,640243.211621,6165202.219839
220,,,Kjelst/Tarp,Siedlung mit Graben ähnlich Borremose,zweite Hälfte der vorrömischen Eisenzeit,Martens 2009,0,3,befestigte Siedlung Typ Borremose,,2,0.000000,0.000000,2.000000,2.000000,2,,,,1,,,1,456604.208016,6161571.709926
221,,1,Babilonie,,"Keramik aus Ha D, Metall aus Lt B2-C, Keramik aus Lt D, Wall wahrscheinlich Lt B2-C; es liegen Radiokarbondaten vor",Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,3.000000,2.000000,3,,,,1,,,1,470609.450831,5790892.264028
222,,2,Wittekindsburg,,"Keramik Lt B2-C, Burgwall Lt B2-C",Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,492776.354523,5789613.404200
223,,3,Nammer Lager,,"Keramik der Eisenzeit, vielleicht Lt D, Radiocarbon 44+-62calAD",Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,0.000000,2.000000,2,,,,1,,,1,498318.080446,5786203.111324
223,,4,Hünenburg bei Quelle,,"etwas Keramik in Lt A-B1, Keramik Lt B2-C, Burgwall Lt B2-C, RC 285+-67 cal BC",Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,466559.728041,5761478.487975
225,,6,Piepenkopf,,"Keramik Lt D, Burgwall Lt B2-C, RC 293+-64 cal BC",Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,3.000000,2.000000,3,,,,1,,,1,499170.653665,5763823.064327
226,,5,Grotenburg,,"Metallfunde Lt B2-C, Burgwall Lt B2-C, RC 297+-64 cal BC",Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,489898.919909,5746132.170034
227,,8,Tönsberg,,"Metallfunde Lt D, Keramik Lt B2-D, Burgwall Lt B2-D, RC aq 75+-69 cal BC, 285+-67 cal BC, pq325+-68 cal BC",Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,3.000000,3.000000,3,,,,1,,,1,476470.891711,5755830.190400
228,,7,Herlingsburg,,"Metallfunde der Eisenzeit, Keramik Lt D, Burgwall Lt B2-C, RC 234+-98 cal BC",Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,3.000000,2.000000,3,,,,1,,,1,513984.113343,5753379.042395
229,,9,Rodenstatt,,"Burgwall Ha D, RC 546+-116 cal BC",Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,513664.398386,5747304.458210
230,,11,Brunsburg,,Metallfunde der Eisenzeit,Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,2.000000,2.000000,3,,,,1,,,1,524960.993537,5733237.000098
231,,10,Steinbreede,,Metallfunde der Eisenzeit,Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,2.000000,2.000000,3,,,,1,,,1,528264.714760,5720128.686857
232,,12,Hünenburg bei Gellinghausen,,"Keramik und Metallfunde Lt B2-C, Burgwall Lt B2-C Radiokarbondaten liegen vor",Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,481266.616067,5720448.401814
233,,13,Schafsköppen,,Keramik der Eisenzeit,Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,2.000000,2.000000,2,,,,1,,,1,459419.427332,5703610.080741
234,,15,Schiedlike Borg,,keine Datierungshinweise angegeben,Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,2.000000,2.000000,2,,,,1,,,1,441408.818082,5698281.498122
235,,16,Eresburg,,"Wall Ha D, Radiokarbondaten liegen vor.",Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,491284.351390,5701904.934303
236,,17,Bruchhauser Stein,,"Keramik der Ha D-Lt B1, Metallfunde Lt B2-C, Wall Ha D und Lt B2-C, Radiokarbondaten liegen vor",Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,467412.301260,5688476.906105
236,,14,Stesser Burg,,keine Datierungshinweise angegeben,Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,2.000000,2.000000,2,,,,1,,,1,442581.106258,5693059.487156
238,,18,Wilzenberg,,"Keramik der Eisenzeit und Metallfunde Lt D, Wall Lt D",Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,0.000000,3.000000,3,,,,1,,,1,450680.551838,5668654.578765
239,,25,Burg von Wemlinghausen,,Metallfunde der Eisenzeit,Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,2.000000,2.000000,2,,,,1,,,1,462829.720208,5663539.139451
240,,22,Kahle,,keine Datierungshinweise angegeben,Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,2.000000,2.000000,2,,,,1,,,1,432883.085893,5668974.293722
241,,20,Weilenscheid,,keine Datierungshinweise angegeben,Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,2.000000,2.000000,2,,,,1,,,1,430645.081194,5671745.156683
242,,19,Burg Borghausen,,Metallfunde Lt B2-C,Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,426169.071794,5671745.156683
243,,21,Hühnengraben auf dem Hofkühlberg,,Keramik und Metallfunde der  Eisenzeit,Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,2.000000,2.000000,2,,,,1,,,1,427980.789884,5666203.430760
244,,23,Burg von Aue,,Keramik und Wall Lt A-B1,Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,449614.835315,5658849.986747
245,,24,Burg von Dotzlar,,keine Datierungshinweise angegeben,Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,2.000000,2.000000,2,,,,1,,,1,458353.710809,5655333.122219
246,,29,Alte Burg von Obernau,,Keramik und Wall Lt D,Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,0.000000,3.000000,3,,,,1,,,1,436826.237031,5645954.816811
247,,26,Alte Burg von Laasphe,,"Keramik, Metallfunde und Wall Lt D",Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,0.000000,3.000000,3,,,,1,,,1,453984.273062,5641052.520802
248,,27,Burg von Hesselbach,,Keramik der Eisenzeit,Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,2.000000,2.000000,2,,,,1,,,1,457074.850980,5644889.100287
249,,31,Bühl,,keine Datierungshinweise angegeben,Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,2.000000,2.000000,2,,,,1,,,1,425529.641880,5637961.942883
250,,30,Hohenseelbachskopf,,Keramik der Eisenzeit,Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,0.000000,3.000000,3,,,,1,,,1,428620.219799,5626771.919385
251,,28,Burg von Burbach,,keine Datierungshinweise angegeben,Sicherl 2007,0,3,Ringwall,,1,0.000000,0.000000,2.000000,2.000000,2,,,,1,,,1,433629.087460,5622509.053290
252,,1,"Hofgeismar, Eberschützer Klippe",,Eisenzeit ?,Gensen 1999,0,2,,,1,0.000000,0.000000,2.000000,2.000000,2,,,,1,,,1,526133.281713,5709258.378316
253,,2,"Gutsbezirk Rheinkardswald, Ahlberg",,EZ und MA,Gensen 1999,0,3,,,1,0.000000,0.000000,2.000000,2.000000,3,,,,1,,,1,535511.587121,5701158.932737
254,,3,"Zierenberg, Dörnberg",,SLT,Gensen 1999,0,3,,,1,0.000000,0.000000,0.000000,3.000000,3,,,,1,,,1,524001.848666,5690075.480891
255,,4,"Wolfhagen-Niederelsungen, Burgberg",,EZ,Gensen 1999,0,3,,,1,0.000000,0.000000,2.000000,2.000000,3,,,,1,,,1,501834.944974,5687730.904539
256,,5,"Kassel-Habichtswald, Hirzstein",,EZ,Gensen 1999,0,3,,,1,0.000000,0.000000,2.000000,2.000000,3,,,,1,,,1,528264.714760,5683894.325053
257,,7,"Kassle-Habichtswald, Hunrodsberg",,"HaD, FLT",Gensen 1999,0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,528357.964956,5679684.744785
258,,6,"Baunatal-Altenbauna, Baunsberg",,EZ,Gensen 1999,0,3,,,1,0.000000,0.000000,2.000000,2.000000,3,,,,1,,,1,526133.281713,5682615.465225
259,,8,"Niedenstein, Alteburg",,"UK?, FLT,SLT","Gensen 1999, Jockenhövel 1980",3,3,,,1,0.000000,2.000000,3.000000,3.000000,3,,,,1,,,1,520238.537192,5677280.221878
260,,10,"Baunatal-Großenritte, Burgberg",,"HaD, FLT",Gensen 1999,0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,525100.868831,5677486.704455
261,,11,"Edermünde-Besse, Bilstein",,SLT,Gensen 1999,0,3,,,1,0.000000,0.000000,0.000000,3.000000,3,,,,1,,,1,524694.564406,5675115.485190
262,,12,"Fritzlar-Lohne, Hinterberg",,EZ,Gensen 1999,0,3,,,1,0.000000,0.000000,2.000000,2.000000,3,,,,1,,,1,516741.654848,5671585.299205
263,,13,"Vöhl-Thalitter, Heckelsberg",,keine Datierungsangaben,Gensen 1999,0,3,,,1,1.000000,1.000000,1.000000,1.000000,1,,,,1,,,1,490538.349823,5670892.583465
264,,14,"Waldeck-Nieder-Werbe, Hünselburg",,HaD,Gensen 1999,0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,497785.222184,5670679.440160
265,,9,"Meinhard-Motzenrode, Hohenstein",,"HaD, FLT",Gensen 1999,0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,574090.525278,5678139.455826
266,,15,"Wehretal-Reichensachsen-Oetmannshausen, Spitzenberg",,EZ,Gensen 1999,0,3,,,1,0.000000,0.000000,2.000000,2.000000,3,,,,1,,,1,567726.199413,5667608.844426
267,,16,"Wehretal-Reichensachsen-Oetmannshausen, Zungenkopf",,keine Datierungsangaben,Gensen 1999,0,3,,,1,1.000000,1.000000,1.000000,1.000000,2,,,,1,,,1,571319.662316,5666629.717370
268,,18,"Ringgau-Netra, Graburg",,EZ,Gensen 1999,0,3,,,1,0.000000,0.000000,2.000000,2.000000,3,,,,1,,,1,579845.394505,5664498.284323
269,,24,"Herleshausen_Markershausen, Burg Brandenfels",,EZ,Gensen 1999,0,3,,,1,0.000000,0.000000,2.000000,2.000000,3,,,,1,,,1,578140.248068,5656825.125353
270,,20,"Sontra-Wichmannshausen, Boyneburg",,"HaD, FLT",Gensen 1999,0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,572385.378840,5661940.564666
271,,23,"Sontra-Berneberg, Kirchberg",,EZ,Gensen 1999,0,3,,,1,0.000000,0.000000,2.000000,2.000000,3,,,,1,,,1,563433.360041,5658530.271790
273,,21,"Malsfeld-Beiseförth, Ringwall",,EZ,Gensen 1999,0,3,,,1,0.000000,0.000000,2.000000,2.000000,3,,,,1,,,1,540087.507445,5659902.381815
274,,17,"Felsberg-Fensungen, Heilingenberg",,FLT,Gensen 1999,0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,532084.642425,5664704.766899
275,,19,"Felsberg-Rhünda, Rhündaer Berg",,FLT,Gensen 1999,0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,529740.066073,5662157.038335
276,,22,"Borken-Kleingils, Hundsburg",,EZ,Gensen 1999,0,3,,,1,0.000000,0.000000,2.000000,2.000000,3,,,,1,,,1,516754.976305,5658956.558400
277,,25,"Zwesten-Niederurff, Altenburg bei Römersberg",,"HaC, SLT",Gensen 1999,0,3,,,1,0.000000,3.000000,0.000000,3.000000,3,,,,1,,,1,515689.259781,5655546.265524
278,,27,"Haina-Dodenhausen, Wüstegarten",,EZ?,Gensen 1999,0,3,,,1,0.000000,0.000000,2.000000,2.000000,2,,,,1,,,1,505884.667764,5651603.114387
279,,30,"Schwalmstadt-Michelsberg, Landsburg",,"UK, HaD, FLT","Gensen 1999, Jockenhövel 1980",3,3,,,1,0.000000,3.000000,3.000000,0.000000,3,,,,1,,,1,515196.365889,5646014.763366
280,,35,"Neukirchen-Christerode, Burgberg",,EZ,Gensen 1999,0,3,,,1,0.000000,0.000000,2.000000,2.000000,3,,,,1,,,1,526999.176389,5635257.687205
281,,42,"Rasdorf, Kleinberg",,EZ,Gensen 1999,0,3,,,1,0.000000,0.000000,2.000000,2.000000,3,,,,1,,,1,562793.930127,5621443.336767
282,,45,"Tann (Rhön), Habelberg",,SLT,Gensen 1999,0,3,,,1,0.000000,0.000000,0.000000,3.000000,3,,,,1,,,1,571106.519011,5610786.171531
283,,43,"Hünfeld-Kirchhasel, Staffelberg",,SLT,Gensen 1999,0,3,,,1,0.000000,0.000000,0.000000,3.000000,3,,,,1,,,1,559596.780556,5619738.190329
284,,54,"Hofbie ber-Danzwiesen, Milseburg",,"UK, HaD, FLT, SLT (KU nur bei Jockenhövel)","Gensen 1999, Jockenhövel 1980; Peschel 1999, Nr. 6",3,3,,,1,0.000000,3.000000,3.000000,3.000000,3,,,,1,,,1,564712.219869,5600768.436208
285,,47,"Bad Salzschlirf, Sängersberg",,UK,Gensen 1999,3,3,,,1,0.000000,3.000000,0.000000,0.000000,3,,,,1,,,1,538921.879997,5609720.455007
286,,51,"Fulda-Maberzell, Schiebberg",,SLT,Gensen 1999,0,3,,,1,0.000000,0.000000,0.000000,3.000000,3,,,,1,,,1,544250.462615,5604605.015693
287,,52,"Großenlüder-Bimbach, Heidenküppel",,"FLT, SLT?",Gensen 1999,0,3,,,1,0.000000,0.000000,3.000000,2.000000,3,,,,1,,,1,542119.029568,5602473.582646
288,,55,"Fulda-Haimbach, Haimberg",,UK,"Gensen 1999, Jockenhövel 1980",3,3,,,1,0.000000,3.000000,0.000000,0.000000,3,,,,1,,,1,544037.319311,5599702.719685
289,,26,"Battenberg, Eisenberg",,"HaD, FLT",Gensen 1999,0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,473640.082195,5652315.812312
290,,28,"Wetter-Mellnau, Lützelburg",,HaD,Gensen 1999,0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,482012.617634,5647233.676640
291,,29,"Münchhausen, Christenberg",,FLT,Gensen 1999,0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,482652.047548,5645315.386897
292,,31,"Lahntal-Sterzhausen, Eckelskirche",,EZ?,Gensen 1999,0,3,,,1,0.000000,0.000000,2.000000,2.000000,2,,,,1,,,1,476684.035016,5636576.511403
293,,32,"Wetter-Oberrosphe, Eibenhardt",,SLT,Gensen 1999,0,3,,,1,0.000000,0.000000,0.000000,3.000000,3,,,,1,,,1,485569.446532,5635370.919586
294,,38,"Amöneburg, Amöneburg",,"UK, FLT-SLT",Gensen 1999,3,3,,,1,0.000000,0.000000,3.000000,3.000000,3,,,,1,,,1,494594.733341,5627331.420560
295,,41,"Amöneburg-Mardorf, Hunnenburg",,"HaD, FLT?",Gensen 1999,0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,495014.359222,5621230.193462
296,,33,"Marburg-Wehrda, Weißer Stein",,keine Angaben,Gensen 1999,0,3,,,1,1.000000,1.000000,1.000000,1.000000,2,,,,1,,,1,482518.832983,5633882.246817
297,,36,"Lahntal-Caldern, Rimberg",,FLT,Gensen 1999,0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,473846.564771,5632313.645308
298,,37,"Dautphetal-Hommertshausen, Burg-Eisenköpfe",,SLT,Gensen 1999,0,3,,,1,0.000000,0.000000,0.000000,3.000000,3,,,,1,,,1,465600.583170,5632100.502004
299,,34,"Dietzhölztal-Rittershausen, Burg",,FLT,Gensen 1999,0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,450041.121924,5634231.935051
300,,40,"Dillenburg/Frohnhausen-Nanzenbach, Heunstein",,SLT,Gensen 1999,0,3,,,1,0.000000,0.000000,0.000000,3.000000,3,,,,1,,,1,457074.850980,5624427.343033
301,,39,"Dautphetal-Holzhausen a.H., Hünstein",,EZ?,Gensen 1999,0,3,,,1,0.000000,0.000000,2.000000,2.000000,2,,,,1,,,1,467205.818683,5627997.493388
302,,44,"Staufenberg-Treis a.d. Lumda, Totenberg",,EZ?,Gensen 1999,0,3,,,1,0.000000,0.000000,2.000000,2.000000,2,,,,1,,,1,485163.142107,5614043.267656
303,,49,"Gießen-Wieseck, Hangelstein",,"UK, HaD, FLT, SLT","Gensen 1999, Jockenhövel 1980",3,3,,,1,0.000000,3.000000,3.000000,3.000000,3,,,,1,,,1,480710.445256,5608814.595962
304,,46,"Biebertal-Fellinghausen, Dünsberg",,"UK, HaD, FLT, SLT","Gensen 1999, Jockenhövel 1980",3,3,,,1,0.000000,3.000000,3.000000,3.000000,3,,,,1,,,1,470263.092961,5610992.654107
305,,48,"Aßlar-Oberlemp, Alderhorst",,EZ?,Gensen 1999,0,3,,,1,0.000000,0.000000,2.000000,2.000000,2,,,,1,,,1,461277.770520,5609753.758648
306,,50,"Greifenstein-Holzhausen, Wallanlage",,EZ,Gensen 1999,0,3,,,1,0.000000,0.000000,2.000000,2.000000,3,,,,1,,,1,450467.408534,5607375.878655
307,,53,"Mengerskirchen, Rentmauer",,EZ,Gensen 1999,0,3,,,1,0.000000,0.000000,2.000000,2.000000,3,,,,1,,,1,442691.008275,5602550.181021
308,,56,"Wetzlar, Stoppelberg",,HaD,Gensen 1999,0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,0,,,0,466413.192019,5597624.572463
309,,58,"Wetzlar-Nauborn, Bilstein",,HaD,Gensen 1999,0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,0,,,0,464321.723341,5596718.713418
310,,57,"Merenberg-Barig-Selbenhausen, Almerskopf",,SLT,Gensen 1999,0,3,,,1,0.000000,0.000000,0.000000,3.000000,3,,,,0,,,0,444113.073761,5599416.308369
311,,60,"Löhnberg, Hinterster Kopf",,EZ,Gensen 1999,0,3,,,1,0.000000,0.000000,2.000000,2.000000,3,,,,0,,,0,445818.220199,5596059.301319
312,,62,"Merenberg, Roter Kopf",,"HaD, FLT",Gensen 1999,0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,0,,,0,444499.396001,5596119.247874
313,,61,"Merenberg, Höhburg",,EZ,Gensen 1999,0,3,,,1,0.000000,0.000000,2.000000,2.000000,3,,,,0,,,0,443800.019533,5595626.353982
314,,59,"Dornburg-Wilsenroth, Dornburg",,"FLT, SLT",Gensen 1999,0,3,,,1,0.000000,0.000000,3.000000,3.000000,3,,,,0,,,0,430858.224498,5596931.856723
315,,64,"Hadamar-Steinbach, Heidenhäuschen",,EZ,Gensen 1999,0,3,,,1,0.000000,0.000000,2.000000,2.000000,3,,,,0,,,0,434268.517374,5592882.133933
316,,63,"Weilburg-Odersbach, Scheuernberger Kopf",,EZ,Gensen 1999,0,3,,,1,0.000000,0.000000,2.000000,2.000000,3,,,,0,,,0,444925.682611,5589471.841057
317,,66,"Butzbach-Hochweisel, Brüler Berg",,keine Datierungsangaben,Gensen 1999,0,3,,,1,1.000000,1.000000,1.000000,1.000000,2,,,,0,,,0,471608.560072,5583523.810710
318,,65,"Butzbach-Hochweisel, Hausberg",,"UK, FLT, SLT (UK nur bei Jockenhövel)","Gensen 1999, Jockenhövel 1980",3,3,,,1,0.000000,3.000000,3.000000,3.000000,3,,,,0,,,0,472607.669313,5584462.973396
319,,67,"Bad Nauheim, Johannisberg",,"UK, HaD, FLT, SLT","Gensen 1999, Jockenhövel 1980",3,3,,,1,0.000000,3.000000,3.000000,3.000000,3,,,,0,,,0,480568.904781,5579372.511814
320,,68,"Glauburg-Glauberg, Glauberg",,"UK, HaD, FLT","Gensen 1999, Jockenhövel 1980",3,3,,,3,0.000000,3.000000,3.000000,0.000000,3,,,,0,,,0,501055.639766,5573259.628441
321,,74,"Biebergemünd-Kassel, Alteburg",,SLT,Gensen 1999,0,3,,,3,0.000000,0.000000,0.000000,3.000000,3,,,,0,,,0,520704.788171,5562116.230041
322,,76,Linsengericht-Großenhausen,,keine Datierungsangaben,Gensen 1999,0,3,,,1,1.000000,1.000000,1.000000,1.000000,2,,,,0,,,0,516328.689696,5557926.631957
323,,69,"Bad Homburg v.d.H.-Obererlenbach, Gickelsburg",,"HaD, FLT",Gensen 1999,0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,0,,,0,470689.379570,5568563.815009
324,,70,"Wehrheim-Oberhain, Roßkopf",,keine Datierungsangaben,Gensen 1999,0,3,,,3,1.000000,1.000000,1.000000,1.000000,2,,,,0,,,0,466313.281095,5567471.455572
325,,71,"Bad Homburg-Dornholzhausen, Bleibeskopf",,UK,"Gensen 1999, Jockenhövel 1980",3,3,,,1,0.000000,3.000000,0.000000,0.000000,3,,,,0,,,0,467032.639748,5566112.667005
326,,72,"Oberursel-Oberstedten, Heidentränk-Oppidum (Goldgrube)",,"FLT, SLT","Gensen 1999, Jockenhövel 1980",0,3,,,1,0.000000,0.000000,3.000000,3.000000,3,,,,0,,,0,466366.566921,5563843.023846
327,,73,"Oberursel-Oberstädten, Heidentränk-Oppidum (Altenhöfe)",,FLT,Gensen 1999,0,3,,,3,0.000000,0.000000,3.000000,0.000000,3,,,,0,,,0,465260.886028,5563181.946565
328,,75,"Kronberg i. T., Altkönig",,"UK, FLT (UK nur bei Jockenhövel)","Gensen 1999, Jockenhövel 1980",3,3,,,3,0.000000,3.000000,3.000000,0.000000,3,,,,0,,,0,463062.845698,5562349.355530
329,,77,"Hofheim a. T.-Lorsbach, Alteburg",,"HaD, FLT",Gensen 1999,0,3,,,3,0.000000,0.000000,3.000000,0.000000,3,,,,0,,,0,458192.188148,5554513.008717
330,,79,"Hofheim a. T., Kappelenberg",,"UK, HaD, FLT",Gensen 1999,3,3,,,3,0.000000,3.000000,3.000000,0.000000,3,,,,0,,,0,459724.155651,5549747.257638
331,,78,"Wiesbaden-Naurod, Kellerskopf",,keine Datierungsangaben,Gensen 1999,0,3,,,1,1.000000,1.000000,1.000000,1.000000,2,,,,0,,,0,448742.279911,5554199.954489
332,,,Heidengraben,"Wall-Grabenanlage im Vorfeld des Heidengraben-Oppidums, vielleicht landwehrartig",,"Herrmann u. Jockenhövel 1990, 460-462.",0,1,Landwehr,,1,0.000000,0.000000,2.000000,2.000000,2,,,,0,,,0,468266.539661,5563126.995556
333,,6,Dommelberg,UK-Wallanlage,UK: Ha A2-Ha B1,Jockenhövel 1974,3,0,,,1,0.000000,3.000000,0.000000,0.000000,3,,,,0,,,0,396622.081176,5570030.840411
334,,5,Ernzweiler,UK-Wallanlage,ältere und mittlere UK,Jockenhövel 1974,3,0,,,1,0.000000,3.000000,0.000000,0.000000,3,,,,0,,,0,380423.190017,5513334.721353
335,,4,Langenberg,UK-Wallanlage,Ha A2/B2,Jockenhövel 1974,3,0,,,1,0.000000,3.000000,0.000000,0.000000,3,,,,0,,,0,311364.759284,5525270.746418
336,,9,Zargenbuckel,UK-Wallanlage,späte UK,Jockenhövel 1974,3,0,,,1,0.000000,3.000000,0.000000,0.000000,3,,,,0,,,0,542412.101612,5474116.353282
337,,12,Kappelberg,UK-Wallanlage,Späte UK,Jockenhövel 1974,3,0,,,1,0.000000,3.000000,0.000000,0.000000,3,,,,0,,,0,525786.923843,5407189.355597
338,,10,Lemberg,UK-Wallanlage,mittlere und Anfang jüngere UK,Jockenhövel 1974,3,0,,,1,0.000000,3.000000,0.000000,0.000000,3,,,,0,,,0,509588.032684,5405910.495768
339,,13,Hesselberg,UK-Wallanlage,UK,Jockenhövel 1974,3,0,,,1,0.000000,3.000000,0.000000,0.000000,3,,,,0,,,0,617012.258268,5421256.813709
340,,14,Gelbe Bürg,UK-Wallanlage,späte UK,Jockenhövel 1974,3,0,,,1,0.000000,3.000000,0.000000,0.000000,3,,,,0,,,0,631506.002990,5422109.386928
341,,16,Schloßberg,UK-Wallanlage,Hügelgräberbronzezeit oder frühe UK,Jockenhövel 1974,3,0,,,1,2.000000,2.000000,0.000000,0.000000,3,,,,0,,,0,714631.891835,5456638.602294
342,,15,Bogenberg,UK-Wallanlage,mittlere und jüngere UK,Jockenhövel 1974,3,0,,,1,0.000000,3.000000,0.000000,0.000000,3,,,,0,,,0,767917.718018,5430635.119117
344,,11,Dreifaltigkeitsberg,UK-Wallanlage,UK,Jockenhövel 1974,3,0,,,1,0.000000,3.000000,0.000000,0.000000,3,,,,0,,,0,491683.995086,5333868.058769
345,,7,Bad Buchau,"UK-Wallanlage, Wasserburg",ältere und mittlere UK,Jockenhövel 1974,3,0,,,1,0.000000,3.000000,0.000000,0.000000,3,,,,0,,,0,552216.693630,5328752.619456
346,,18,Katzensteig,UK-Wallanlage,UK,Jockenhövel 1974,3,0,,,1,0.000000,3.000000,0.000000,0.000000,3,,,,0,,,0,635768.869085,5351345.809757
347,,17,Birg,UK-Wallanlage,Ha A,Jockenhövel 1974,3,0,,,1,0.000000,3.000000,0.000000,0.000000,3,,,,0,,,0,675839.810374,5279303.372758
